"Add Urlrewrite","Add Urlrewrite"
"Add Urlrewrite for a Category","Add Urlrewrite for a Category"
"Add Urlrewrite for a Product","Add Urlrewrite for a Product"
"Advanced Admin Section","Advanced Admin Section"
"Advanced Section","Advanced Section"
"All Cache","All Cache"
"Api Key","Api Key"
"Api Key Confirmation","Api Key Confirmation"
"API:","API:"
"Area","Area"
"Attributes","Attributes"
"Available Products","Available Products"
"b","b"
"Bcc","Bcc"
"Bundle Items","Bundle Items"
"Bundle with dynamic pricing cannot include custom defined options. Options will not be saved.","Bundle with dynamic pricing cannot include custom defined options. Options will not be saved."
"Cache Control","Cache Control"
"Cache Control (beta)","Cache Control (beta)"
"Cache Management","Cache Management"
"Can not add new comment.","Can not add new comment."
"Can not add tracking number.","Can not add tracking number."
"Can not delete tracking number.","Can not delete tracking number."
"Can not do credit memo for order","Can not do credit memo for order"
"Can not do invoice for order","Can not do invoice for order"
"Can not do shipment for order.","Can not do shipment for order."
"Can not initialize shipment for adding tracking number.","Can not initialize shipment for adding tracking number."
"Can not initialize shipment for delete tracking number.","Can not initialize shipment for delete tracking number."
"Can not load track with retrieving identifier.","Can not load track with retrieving identifier."
"Can not retrieve tracking number detail.","Can not retrieve tracking number detail."
"Can not save credit memo","Can not save credit memo"
"Can not save invoice","Can not save invoice"
"Can not save shipment.","Can not save shipment."
"Can not send shipment information.","Can not send shipment information."
"Can not update item qty","Can not update item qty"
"Cancel","Cancel"
"Catalog Rewrites","Catalog Rewrites"
"Catalog Rewrites was refreshed successfully","Catalog Rewrites was refreshed successfully"
"Catalog Rewrites were refreshed successfully","Catalog Rewrites were refreshed successfully"
"CatalogInventory Stock Status rebuild error. Please try again later","CatalogInventory Stock Status rebuild error. Please try again later"
"CatalogInventory Stock Status was rebuilt successfully","CatalogInventory Stock Status was rebuilt successfully"
"Category:","Category:"
"Checkbox","Checkbox"
"Clear","Clear"
"Close","Close"
"close","close"
"Comment text field can not be empty.","Comment text field can not be empty."
"Confirmed email:","Confirmed email:"
"Cookie (Unsafe)","Cookie (Не захищений)"
"Create a backup","Create a backup"
"Create DB Backup","Create DB Backup"
"Create New Staging Store View","Create New Staging Store View"
"Create Urlrewrite:","Create Urlrewrite:"
"Created <strong>%s</strong> items","Created <strong>%s</strong> items"
"Credit Memo cancel error.","Credit Memo cancel error."
"Credit Memo total must be positive.","Credit Memo total must be positive."
"Credit Memo void error","Credit Memo void error"
"Credit Memo was successfully canceled.","Credit Memo was successfully canceled."
"Credit Memo was successfully created","Credit Memo was successfully created"
"Credit Memo was successfully voided","Credit Memo was successfully voided"
"CRITICAL","CRITICAL"
"critical","critical"
"CSV","CSV"
"CSV / Tab separated","CSV / Tab separated"
"Currency Setup Section","Currency Setup Section"
"Date","Date"
"Date & Time","Date & Time"
"Date selection:","Date selection:"
"Day","Day"
"Decimal separator:","Decimal separator:"
"Default display currency ""%s"" is not available in allowed currencies","Default display currency ""%s"" is not available in allowed currencies"
"Delete %s","Delete %s"
"Delete %s '%s'","Delete %s '%s'"
"Design Section","Design Section"
"Developer Section","Developer Section"
"DHTML Date/Time Selector","DHTML Date/Time Selector"
"Display %s first","Display %s first"
"Distributed under GNU LGPL. See %s for details.","Distributed under GNU LGPL. See %s for details."
"Do you really want to KILL parallel process and start new indexing process?","Do you really want to KILL parallel process and start new indexing process?"
"Drag to move","Drag to move"
"Drop-down","Drop-down"
"Edit Urlrewrite","Edit Urlrewrite"
"Email","Email"
"Email to a Friend","Email to a Friend"
"Email Address:","Email адреса:"
"Order confirmation email sent","Email для підтвердження замовлення надіслано"
"Order confirmation email not sent","Email для підтвердження замовлення не надіслано"
"User Email","Email користувача"
"Email:","Email:"
"Error while cleared Image cache. Please try again later","Error while cleared Image cache. Please try again later"
"Error while finished process. Please refresh cache","Error while finished process. Please refresh cache"
"Error while refreshed Catalog Rewrites. Please try again later","Error while refreshed Catalog Rewrites. Please try again later"
"Error while refreshed Layered Navigation Indices. Please try again later","Error while refreshed Layered Navigation Indices. Please try again later"
"Error while saving account. Please check all required fields","Error while saving account. Please check all required fields"
"example: ""sitemap/"" or ""/"" for base path (path must be writeable)","example: ""sitemap/"" or ""/"" for base path (path must be writeable)"
"example: sitemap.xml","example: sitemap.xml"
"Excl. Tax","Excl. Tax"
"Failed to add a product to cart by id ""%s""","Failed to add a product to cart by id ""%s"""
"Failed to load %1$s.xml or %1$s.ser","Failed to load %1$s.xml or %1$s.ser"
"Field","Field"
"File","File"
"Finished items creation.","Finished items creation."
"Fixed","Fixed"
"Flat Catalog Category rebuild error","Flat Catalog Category rebuild error"
"Flat Catalog Category was rebuilt successfully","Flat Catalog Category was rebuilt successfully"
"Flat Catalog Product rebuild error. Please try again later","Flat Catalog Product rebuild error. Please try again later"
"Flat Catalog Product was rebuilt successfully","Flat Catalog Product was rebuilt successfully"
"For category","For category"
"For latest version visit: %s","For latest version visit: %s"
"For product","For product"
"from","from"
"FTP Host[:Port]","FTP хост[:порт]"
"General Section","General Section"
"Global Search","Global Search"
"Go Today","Go Today"
"Google Base","Google Base"
"Google Base Items","Google Base Items"
"HTTP (unsecure)","HTTP (не захщений)"
"Upload HTTP Error","HTTP помилка завантаження"
"HTTPS (SSL)","HTTPS (SSL)"
"Upload I/O Error","I/O помилка завантаження"
"ID","ID"
"Role ID","ID ролі"
"User ID","ID користувача"
"Image cache was cleared successfully","Image cache was cleared successfully"
"Images Cache","Images Cache"
"images/logo.gif","images/logo.gif"
"Import/Export Advanced","Import/Export Advanced"
"Incl. Tax","Incl. Tax"
"Incoming Message","Incoming Message"
"Invalid Form Key. Please refresh the page.","Invalid Form Key. Please refresh the page."
"Invalid parrent block for this block","Invalid parrent block for this block"
"Invalid POST data (please check post_max_size and upload_max_filesize settings in you php.ini file)","Invalid POST data (please check post_max_size and upload_max_filesize settings in you php.ini file)"
"Invalid Secret Key. Please refresh the page.","Invalid Secret Key. Please refresh the page."
"Inventory Stock Status","Inventory Stock Status"
"Invoice and shipment was successfully created.","Invoice and shipment was successfully created."
"Invoice cancel error.","Invoice cancel error."
"Invoice capture error","Invoice capture error"
"Invoice void error","Invoice void error"
"Invoice was successfully canceled.","Invoice was successfully canceled."
"Invoice was successfully captured","Invoice was successfully captured"
"Invoice was successfully created.","Invoice was successfully created."
"Invoice was successfully voided","Invoice was successfully voided"
"IP Address","IP адреса"
"Issuer: %s","Issuer: %s"
"Items to merge","Items to merge"
"Last Logged In (%s):","Last Logged In (%s):"
"Latest Message:","Latest Message:"
"Layered Navigation indexing queue cancelled","Layered Navigation indexing queue cancelled"
"Layered Navigation indexing queued","Layered Navigation indexing queued"
"Layered Navigation Indices","Layered Navigation Indices"
"Layered Navigation Indices was refreshed successfully","Layered Navigation Indices was refreshed successfully"
"Layered Navigation Indices were refreshed successfully","Layered Navigation Indices were refreshed successfully"
"Layered Navigation process queued to be killed","Layered Navigation process queued to be killed"
"Leave empty to use tax identifier","Leave empty to use tax identifier"
"Links","Links"
"Load local Package","Load local Package"
"Magento ver. %s","Magento (версія %s)"
"Magento Commerce - Administrative Panel","Magento Commerce - Панель Адміністрування"
"Magento Connect","Magento Connect"
"Magento Connect Manager","Magento Connect Manager"
"Magento is a trademark of Irubin Consulting Inc. DBA Varien. Copyright &copy; %s Irubin Consulting Inc.","Magento є торгівельною маркою Irubin Consulting Inc. DBA Varien. Авторські права належать %s Irubin Consulting Inc."
"Magento&trade; is a trademark of Irubin Consulting Inc. DBA Varien.<br/>Copyright &copy; %s Irubin Consulting Inc.","Magento&trade; є торгівельною маркою Irubin Consulting Inc. DBA Varien.<br/>CАвторські права належать %s Irubin Consulting Inc."
"MAJOR","MAJOR"
"major","major"
"Manage osCommerce Orders","Manage osCommerce Orders"
"Manage osCommerce Profiles","Manage osCommerce Profiles"
"Mapping Configuration","Mapping Configuration"
"Matched expression","Matched expression"
"md5sum","md5sum"
"Merge Now","Merge Now"
"Messages Inbox","Messages Inbox"
"MINOR","MINOR"
"minor","minor"
"Module version conflict!","Module version conflict!"
"Month","Month"
"MS Excel XML","MS Excel XML"
"Multiple Select","Multiple Select"
"N/A","N/A"
"New admin password","New admin password"
"New Api Key","New Api Key"
"New Item Type","New Item Type"
"Next month (hold for menu)","Next month (hold for menu)"
"Next year (hold for menu)","Next year (hold for menu)"
"No change","No change"
"Note:","Note:"
"NOTICE","NOTICE"
"notice","notice"
"Number of records:","Number of records:"
"Current Release Information","інформація про поточний випуск"
"items selected","товарів вибрано"
"One of options row has error","One of options row has error"
"or","or"
"Order not longer exist","Order not longer exist"
"Order not longer exist.","Order not longer exist."
"Package File Name","Package File Name"
"PayPal Email","PayPal Email адреса"
"PEAR Console","PEAR Консоль"
"PEAR config","PEAR налаштування"
"PEAR Configuration was successfully saved","PEAR налаштування були успішно збережені"
"Percent","Percent"
"Permanent (301)","Permanent (301)"
"PHP Version","PHP версія"
"Please specify admin custom URL","Please specify admin custom URL"
"Please, select a store view","Please, select a store view"
"Prev. month (hold for menu)","Prev. month (hold for menu)"
"Prev. year (hold for menu)","Prev. year (hold for menu)"
"Processed <strong>%s%% %s/%d</strong> items","Processed <strong>%s%% %s/%d</strong> items"
"Product:","Product:"
"Queue Refresh","Queue Refresh"
"Queued... Cancel","Queued... Cancel"
"Radio Buttons","Radio Buttons"
"Read details","Read details"
"Rebuild","Rebuild"
"Rebuild Flat Catalog Category","Rebuild Flat Catalog Category"
"Rebuild Flat Catalog Product","Rebuild Flat Catalog Product"
"Recursive Dir","Recursive Dir"
"Refresh Now*","Refresh Now*"
"Running... Kill","Running... Kill"
"Samples","Samples"
"Save & Generate","Save & Generate"
"Save As...","Save As..."
"Save package with custom package file name","Save package with custom package file name"
"Schedule Merge","Schedule Merge"
"Search Index","Search Index"
"Search Index rebuild error. Please try again later","Search Index rebuild error. Please try again later"
"Search Index was rebuilt successfully","Search Index was rebuilt successfully"
"Select","Select"
"Select Category","Select Category"
"Select date","Select date"
"Select website from map","Select website from map"
"Select website to map","Select website to map"
"Selected allow currency ""%s"" is not available in installed currencies","Selected allow currency ""%s"" is not available in installed currencies"
"Selected base currency is not available in installed currencies","Selected base currency is not available in installed currencies"
"Selected default display currency is not available in allowed currencies","Selected default display currency is not available in allowed currencies"
"Selected default display currency is not available in installed currencies","Selected default display currency is not available in installed currencies"
"Separate email","Separate email"
"Shipment was successfully created.","Shipment was successfully created."
"Shipment was successfully sent.","Shipment was successfully sent."
"Shipping address selection is not applicable","Shipping address selection is not applicable"
"Shipping method selection is not applicable","Shipping method selection is not applicable"
"Skip category selection","Skip category selection"
"Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created.","Some items in this order have different invoice and shipment types. You can create shipment only after the invoice is created."
"Staging Store: ","Staging Store: "
"Staging Website: ","Staging Website: "
"Store Email Addresses Section","Store Email Addresses Section"
"Store: ","Store: "
"System Section","System Section"
"Temporary (302)","Temporary (302)"
"Text","Text"
"The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems","The archive can be uncompressed with <a href=""%s"">%s</a> on Windows systems"
"This account is inactive.","This account is inactive."
"This product is currently disabled","This product is currently disabled"
"This section is not allowed.","This section is not allowed."
"Time","Time"
"Time selection:","Time selection:"
"Time:","Time:"
"Tracking number can not be empty.","Tracking number can not be empty."
"Tb","Tб"
"Unable to save Cron expression","Unable to save Cron expression"
"Url Rewrite Management","Url Rewrite"
"Urlrewrite Information","Urlrewrite Information"
"Use Config Settings","Use Config Settings"
"Value","Value"
"Warning! Empty value can cause problems with CSV format.","Warning! Empty value can cause problems with CSV format."
"Warning!rnThis action will remove this user from already assigned rolernAre you sure?","Warning!rnThis action will remove this user from already assigned rolernAre you sure?"
"Warning!rnThis action will remove those users from already assigned rolesrnAre you sure?","Warning!rnThis action will remove those users from already assigned rolesrnAre you sure?"
"Web Section","Web Section"
"Web Services","Web Services"
"Web services","Web services"
"Website: ","Website: "
"Websites","Websites"
"Websites / Stores","Websites / Stores"
"We're in our typing table, coding away more features for Magento. Thank you for your patience.","We're in our typing table, coding away more features for Magento. Thank you for your patience."
"XML","XML"
"Year","Year"
"You have","You have"
"You need specify carrier.","You need specify carrier."
"You need to specify order items","You need to specify order items"
"Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files.","Your server PHP settings allow you to upload files not more than %s at a time. Please modify post_max_size (currently is %s) and upload_max_filesize (currently is %s) values in php.ini if you want to upload larger files."
"[ deleted ]","[ видалено ]"
"[deleted]","[видалено]"
"{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure Url / Base Secure Url. It is highly recommended to change this value in your Magento <a href=""%s"">configuration</a>.","{{base_url}} is not recommended to use in a production environment to declare the Base Unsecure Url / Base Secure Url. It is highly recommended to change this value in your Magento <a href=""%s"">configuration</a>."
"Manage Currency Rates","Курси валют"
"Qty","Кількість"
"Quantity","Кількість"
"Number of Orders","Кількість замовлень"
"Number of Use","Кількість запитів"
"Number of Uses","Кількість запитів"
"Stock Quantity:","Кількість на складі:"
"Country","Країна"
"Country:","Країна:"
"Catalog","Каталог"
"Category","Категорія"
"Channel","Канал"
"Channel:","Канал:"
"Kb","Кб"
"Customer","Клієнт"
"Customer was successfully saved","Клієнт був успішно збережений"
"Customer was deleted","Клієнт був видалений"
"Customer with the same email already exists.","Клієнт з такою email адресою вже існує."
"Customers","Клієнти"
"Manage Customers","Клієнти"
"Shopping Cart from %s","Кошик з %s"
"User","Користувач"
"User was successfully deleted","Користувач був успішно видалений"
"User was successfully saved","Користувач був успішно збережений"
"User with the same User Name or Email aleady exists","Користувач з аким іменем або Email адресою вже існує"
"Users","Користувачі"
"Role Users","Користувачі ролі"
"Coupon Code","Код сертифікату"
"Shipment Comments","Коментраі по доставці"
"Conflicts","Конфлікти"
"Subpackage","Під-пакет"
"Subpackage can't be conflicting","Під-пакет не можу конфліктувати з іншими"
"Subpackages","Під-пакети"
"Maintainers","Підтримка"
"Password Confirmation","Підтвердження паролю"
"Preparing to change $pkg, please wait...","Підготовка до зміни  $pkg, зачекайте, будь-ласка..."
"Stock notification was saved successfully","Підписка на повідомлення щодо появи товару на складі була успішно збережена"
"Price alert subscription was saved successfully","Підписка на повідомлення про зміну ціни на товар була успішно збережена"
"Last Name","Прізвище"
"Lastname","Прізвище"
"Last Name:","Прізвище:"
"Permissions","Права"
"Revenue","Прибуток"
"Assigned","Призначено"
"Sorry, this feature is coming soon...","Приносимо свої вибачення, ця функція скоро буде доступною..."
"Profile was successfully saved","Профіль був успішно збережений"
"Profile was deleted","Профіль був видалений"
"No profile","Профіль відсутній"
"Profile Actions XML","Профіль дій XML"
"Import/Export Profile","Профіль Імпорту/Експорту"
"Profiles","Профілі"
"Lifetime Sales","Продажі за весь період"
"Passive mode","Пасивний режим"
"Password","Пароль"
"Password:","Пароль:"
"Package","Пакет"
"Packages","Пакети"
"Dashboard","Панель інструментів"
"Search","Пошук"
"Search Terms","Пошукові запити"
"Search Term","Пошуковий запит"
"Zip/Postal Code","Поштовий код"
"Zip/Postal Code:","Поштовий код:"
"Current Configuration Scope:","Поточні межі налаштування:"
"Sort Order","Порядок сортування"
"Instant Payment Notification (IPN)","Повідомлення про миттєвий платіж(IPN)"
"Back","Повернутись"
"Back to Login","Повернутись до входу в систему"
"Back to local packages","Повернутись до локальних пакетів"
"Tax","Податок"
"Position of Watermark for %s","Позиція водного знаку для %s"
"Select All","Позначити всі"
"Return Html Version","Показати Html версію"
"Show by","Показати за"
"Show Report for","Показати звіт для"
"SSL Error: Invalid or self-signed certificate","Помилка SSL : Невірний або автоматично підписаний сертифікат"
"Upload Security Error","Помилка безпечності завантаження"
"Error while create backup. Please try again later","Помилка при створенні резервної копії. Будь-ласка, спробуйте ще раз пізніше"
"Error while deleting this set.","Помилка при видалені цього набору."
"Error while deleting this role. Please try again later.","Помилка при видаленні цієї ролі. Будь-ласка, спробуйте ще раз пізніше."
"Error uploading the file","Помилка при завантаженні файлу"
"Error while saving this role. Please try again later.","Помилка при збереженні цієї ролі. Будь-ласка, спробуйте ще раз пізніше"
"Error while saving this configuration: ","Помилка при збереженні налаштувань: "
"Error while saving account. Please try again later","Помилка при збереженні облікового запису. Будь-ласка, спробуйте ще раз пізніше"
"Error while updating selected review(s). Please try again later.","Помилка при оновлені вибраних відгуків. Будь-ласка, спробуйте ще раз пізніше."
"Previous page","Попередня сторінка"
"Personal Information","Персональна інформація"
"Period","Період"
"Primary Billing Address","Первинна адреса оплати"
"Convert to Plain Text","Перетворити на текст без форматування"
"Preview","Перегляд"
"Email Preview","Перегляд Email"
"View Statistics for","Перегляд статистики для"
"View Actions XML","Перегляд дій XML"
"View","Переглянути"
"Preview Template","Переглянути шаблон"
"Show reviews","Переглянути нотатки"
"Data transfer:","Передача даних:"
"Payment Data Transfer (PDT)","Передача платіжних даних(PDT)"
"Toggle Editor","Перемикач редактора"
"Redirect","Перенаправлення"
"Last 24 hours","Останні 24 години"
"Last 5 Orders","Останні 5 замовлень"
"Last 5 Search Terms","Останні 5 пошукових умов"
"Last 7 days","Останні 7 днів"
"YTD","Останній рік"
"Last Logged In:","Останній візит:"
"Last Month","Останній місяць"
"Base currency","Основна валюта"
"Custom","Особливий"
"Original Magento attribute names in first row:","Оригінальні назви атрибута Magento в першому рядку :"
"Rotate CW","Обртати за годинниковою стрілкою"
"Rotate CCW","Обртати проти годинникової стрілки"
"Processed <strong>%s%% %s/%d</strong> records","Оброблено <strong>%s%% %s/%d</strong> записів"
"Account Created in:","Обліковий запис створено:"
"Account Created on:","Обліковий запис створено:"
"Account successfully saved","Обліковий запис успішно збережено"
"SKU","Обліковий номер"
"SKU:","Обліковий номер:"
"Required","Обов'язково"
"Browse Files...","Огляд файлів..."
"Browse Available Remote Extensions","Огляд модулів доступних для завантаженя "
"Browse Available Extensions","Огляд наявних модулів"
"Specific Countries","Окремі країни"
"Refresh","Оновити"
"Upgrade","Оновити"
"Upgrade All Available Packages","Оновити всі доступні пакети"
"Upgrade all available packages","Оновити всі доступні пакети"
"Upgrade all packages","Оновити всі пакети"
"Upgrading all available packages, please wait...","Оновлюються всі наявні пакети. Зачекайте, будь-ласка..."
"Upgrading all packages, please wait...","Оновлюються всі пакети. Зачекайте, будь-ласка..."
"Upgrading selected packages, please wait...","Оновлюються вибрані пакети. Зачекайте, будь-ласка..."
"Upgrading $pkg, please wait...","Оновлюється $pkg. Зачекайте, будь-ласка..."
"Date Updated","Оновлено"
"Updated At","Оновлено"
"Description","Опис"
"Description:","Опис:"
"Poll Manager","Опитування"
"Poll was successfully deleted","Опитування було успішно видалено"
"Poll was successfully saved","Опитування було успішно збережено"
"Email address is empty.","Адреса Email не введена."
"Shipping Address","Адреса доставки"
"Shipping address","Адреса доставки"
"Billing Address","Адреса оплати"
"Billing address","Адреса оплати"
"Magento Admin","Адміністрування Magento"
"Admin","Адміністратор"
"Active","Активний"
"Promo","Акції"
"Promotions","Акції"
"No","Ні"
"No (price without tax)","Ні(ціна без врахування податків)"
"Next page","Наступна сторінка"
"Available Version","Наявні версії"
"Attribute set was successfully removed.","Набір атрибутів був успішно видалений."
"Attribute set successfully saved.","Набір атрибутів був успішно збережений."
"Name","Назва"
"Template Name","Назва шаблону"
"Spreadsheet Name:","Назва таблиці:"
"File name:","Назва файлу:"
"Role Name","Назва ролі"
"Archive file name:","Назва архівного файлу:"
"Extension Name","Назва модуля"
"Attribute Set Name:","Назва набору атрибутів:"
"Profile Name","Назва профілю"
"Name:","Назва:"
"Configuration","Налаштування"
"Configuration successfully saved","Налаштування успішно збережені"
"Default Config","Налаштування за замовчуванням"
"Profile Direction","Напрямок профілю"
"New Website","Нвий вебсайт"
"Shipment #%s comment added","Нотатка була додана до доставки #%s "
"Notes","Нотатки"
"Notes:","Нотатки:"
"New Customers","Нові клієнти"
"New Accounts","Нові облікові записи"
"New Email Template","Новий Email шаблон"
"New System Template","Новий системний шаблон"
"New Template","Новий шаблон"
"New Tag","Новий тег"
"New User","Новий користувач"
"New Store View","Новий магазин"
"New Extension","Новий модуль"
"New Profile","Новий профіль"
"New Password","Новий пароль"
"Issue Number","Номер"
"Credit Card Number","Номер кредитної картки"
"Credit Card Number: xxxx-%s","Номер кредитної картки: xxxx-%s"
"Switch/Solo card issue number: %s","Номер картки Switch/Solo: %s"
"Inactive","Не активний"
"No Extensions Found","Не знайдено жодного модуля"
"Recent Orders","Нещодавні замовлення"
"Invalid input data for %s => %s rate","Невірні ввідні дані для  %s => %s ставки"
"Invalid directory: %s","Невірна директорія: %s"
"Invalid file: %s","Невірний файл: %s"
"Wrong column format","Невірний формат колонки"
"Invalid Username or Password.","Невірний логін або пароль."
"Invalid website value","Невірне значення вебсайту"
"Invalid store value","Невірне значення групи магазинів"
"Wrong tab configuration","Невірне налаштування закладки"
"Unknown error","Невідома помилка"
"Unknown","Невідомий"
"Invalid section value","Неваірне значення секції"
"Unable to initialize import model","Неможливо ініціалізувати модель імпорту"
"Can't delete design change","Неможливо видалити зміни в дизайні"
"Can't find email address.","Неможливо знайти email адресу."
"Unable to find a tag to delete","Неможливо знайти тег для видалення"
"Unable to find a poll to delete","Неможливо знайти опитування для видалення"
"Unable to find a user to delete","Неможливо користувача для видалення"
"Level","Рівень"
"Invoice #%s created","Рахунок #%s створено"
"Advanced Profiles","Розширені профілі"
"Value Delimiter:","Розділювач значення:"
"Size for %s","Розмір %s"
"File size should be more than 0 bytes","Розмір файлу повинен бути більшим 0 байт"
"Role","Роль"
"Role successfully deleted.","Роль була успішно видалена."
"Role successfully saved.","Роль була успішно збережена."
"User Role","Роль користувача"
"User Roles","Роль користувача"
"Roles","Ролі"
"Region/State","Регіон/Область"
"State/Province:","Регіон/Область:"
"Edit","Редагувати"
"Edit System Template","Редагувати системний шаблон"
"Edit Template","Редагувати шаблон"
"Edit Email Template","Редагувати шаблон Email "
"Edit Tag","Редагувати тег"
"Edit Role","Редагувати роль"
"Edit Website","Редагувати вебсайт"
"Edit User","Редагувати користувача"
"Edit User '%s'","Редагувати користувача '%s'"
"Edit Store View","Редагувати магазин"
"Edit Poll","Редагувати опитування"
"Summary","Резюме"
"Summary:","Резюме:"
"Results","Результати"
"Backups","Резервні копії"
"Backup","Резервна копія"
"Backup successfully created","Резервна копія була успішно створена"
"Backup record was deleted","Резервна копія була видалена"
"Rating was successfully deleted","Рейтинг був успішно видалений"
"Rating was successfully saved","Рейтинг був успішно збережений"
"Manage Ratings","Рейтинги"
"Recommended","Рекомендовано"
"Release","Реліз"
"Final Price","Сума до сплати"
"Discount Amount","Сума знижки"
"Credit Memo Totals","Сума повернення платежів"
"Amounts","Суми"
"Status","Статус"
"Account status","Статус обікового запису"
"Status:","Статус:"
"Old rate:","Старий курс:"
"Stability","Стабільність"
"API Stability","Стабільність API"
"Release Stability","Стабільність релізу"
"Rates","Ставки"
"Create New Attribute","Створити новий атрибут"
"Create Extension Package","Створити пакет модулів"
"Create","Створення"
"Created At","Створено"
"Credit Memo #%s created","Створено історію платежів #%s"
"Page","Сторінка"
"Shipment #%s created","Сворено доставку #%s "
"System","Система"
"Reset","Скинути"
"Reset Filter","Скинути фільтр"
"Field Mapping","Співставлення полів"
"List (default) / Grid","Список(за замовчуванням) / Таблиця"
"Payment method must be specified","Спосіб оплати має бути визначений"
"Switch/Solo/Maestro(UK Domestic) card issue number: %s","Серійний номер картки Switch/Solo/Maestro(UK Domestic) card issue number: %s"
"Coupons","Сертифікати"
"Average Orders","Середьо-статистичні замовлення"
"Average Order Amount","Середня вартість замовлення"
"List only","Тільки список "
"Grid only","Тільки таблиця"
"Transactional Emails","Транзакційні Email-и"
"Grid (default) / List","Таблиця(за замовчуванням) / Список"
"Yes","Так"
"Yes (only price with tax)","Так (тільки ціна з врахуваннями податків)"
"Type","Тип"
"Template Type","Тип шаблону"
"Address Type:","Тип адреси:"
"Credit Card Type","Тип кредитної картки"
"Credit Card Type: %s","Тип кредитної картки: %s"
"Entity Type","Тип об'єкту"
"Entity type:","Тип об'єкту:"
"Type:","Тип:"
"Product","Товар"
"Items","Товари"
"Products","Товари"
"Most Viewed Products","Товари, що найчастіше переглядають"
"Bestsellers","Товари, що найкраще продаються"
"Tag was successfully deleted","Тег був успішно видалений"
"Tag was successfully saved","Тег був успішно збережений"
"Tags","Теги"
"Pending Tags","Теги в очікуванні"
"Phone:","Телефон:"
"Subject","Тема"
"Template Subject","Тема шаблону"
"In File:","У файлі:"
"You have not enought permissions to login.","У Вас недостатньо прав для входу в систему."
"You have not enought permissions to use this functionality.","У Вас недостатньо прав для використання цієї функіональності."
"Your answers contain duplicates.","У Ваших відповідях містяться копії."
"Any","Усі"
"Log in to Admin Panel","Увійти  до Панелі Адміністрування"
"Log into Magento Admin Page","Увійти  до Панелі Адміністрування"
"Enable","Увімкнути"
"Enabled","Увімкнено"
"Manage Installed Extensions","Управління встановленими модулями"
