"This group contains attributes, used in configurable products. Please move these attributes to another group and try again.","This group contains attributes, used in configurable products. Please move these attributes to another group and try again."
"This is a required option","This is a required option"
"Time format","Time format"
"Title","Title"
"Total incl. Tax: %1$s","Total incl. Tax: %1$s"
"Total Qty Base Items","Total Qty Base Items"
"Update","Update"
"Update assigned product","Update assigned product"
"Update Attributes","Update Attributes"
"Update category","Update category"
"Update product","Update product"
"Update product image","Update product image"
"Update product link","Update product link"
"Update product tier prices","Update product tier prices"
"Update Tier Price","Update Tier Price"
"Upload new product image ","Upload new product image "
"Url","Url"
"Url rewrie save problem.","Url rewrie save problem."
"Url Rewrite Management","Url Rewrite"
"Redirect URL","URL перенаправлення"
"Use Flat Catalog Category","Use Flat Catalog Category"
"Use Flat Catalog Product","Use Flat Catalog Product"
"Use In Search Results Layered Navigation","Use In Search Results Layered Navigation"
"Use JavaScript Calendar","Use JavaScript Calendar"
"Use Tree Like Category Sitemap","Use Tree Like Category Sitemap"
"Used for sorting in product listing","Used for sorting in product listing"
"Used in product listing","Used in product listing"
"Varchar","Varchar"
"Virtual Product","Virtual Product"
"Visible on Product View Page on Front-end","Visible on Product View Page on Front-end"
"We Also Recommend","We Also Recommend"
"Web Site Item Must be checked","Web Site Item Must be checked"
"Web Site Store Must be checked","Web Site Store Must be checked"
"Wrong BuyRequest instance in options group","Wrong BuyRequest instance in options group"
"Wrong option instance type in options group","Wrong option instance type in options group"
"Wrong option type to get group instance.","Wrong option type to get group instance."
"Wrong product instance type in options group","Wrong product instance type in options group"
"Wrong quote item instance in options group","Wrong quote item instance in options group"
"Wrong quote item option instance in options group","Wrong quote item option instance in options group"
"x","x"
"Year Range","Year Range"
"[GLOBAL]","[Глобальна змінна]"
"Qty","Кількість"
"Number of results<br/>(For last time placed)","Кількість результатів<br/>(Згідно останнього розміщення)"
"Number of Uses","Кількість використання"
"Qty Uses Decimals","Кількість з десятковим значенням"
"Default Qty","Кількість за замовчуванням"
"Catalog","Каталог"
"Catalog, Search","Каталог, Пошук"
"Category saved","Категорію збережено"
"Category","Категорія"
"Category deleted","Категорія видалена"
"Categories","Категорії"
"Manage Categories","Категорії"
"Product Categories","Категорії товару"
"Manage Catalog Categories","Категорії каталогу"
"Customers for alert %s was successfuly added to queue","Клієнти були успішно додані в чергу для оповіщення %s"
"Quick Overview","Короткий огляд"
"Root","Кореневий каталог"
"Attribute Code","Код атрибуту"
"Product collection expected","Колекція товару пропущена"
"Conditions Combination","Комбінація умов"
"Configurable Product","Конфігурований товар"
"Empty","Пустий"
"Approved","Підтверджено"
"Comparable","Піддається порівнянню"
"Comparable on Front-end","Піддається порівнянню на зовнішньому інтерфейсі"
"Subscribe to Feed","Підписатись на стрічку новин"
"Subscribe to RSS Feed","Підписатись на стрічку новин RSS "
"Last Name","Прізвище"
"Simple Product","Простий продукт"
"Percentage","Процентне співвідношення"
"Continue","Продовжити"
"Up-sells","Промо товари"
"Skip import row, required field ""%s"" for new products not defined","Пропуск імпортованої стрічки, ,обов&#39;язкове поле ""%s"" для нового товару не задане"
"Skip import row, is not valid value ""%s"" for field ""%s""","Пропуск імпортованої стрічки, значення ""%s"" некорректне для поля ""%s"""
"Skip import row, required field ""%s"" not defined","Пропуск імпортованої стрічки, обов&#39;язкове поле ""%s"" не задане"
"Skip import row, store ""%s"" field not exists","Пропуск імпортованої стрічки, поле ""%s"" групи магазинів не існує"
"Skip import row, required field ""%s"" for new customer not defined","Пропуск імпортованої стрічки,обов&#39;язкове поле ""%s"" для нового клієнта не задане"
"Search","Пошук"
"Search Information","Пошук інофрмації"
"Search was successfully deleted","Пошук було успішно видалено "
"Search Term was successfully saved","Пошукова умова була успішно збережена"
"Search Term with such search query already exist.","Пошукова умова з таким пошуковим запитом вже існує."
"Search Engine Optimizations","Пошукова оптимізація"
"Search Query","Пошуковий запит"
"Starting at:","Починаючи з:"
"Sort Order","Порядок сортування"
"Compare Products List","Порівняти список товарів"
"Compare Items","Порівняти товари"
"Compare Products","Порівняння товарів"
"Compare Products - %d Items","Порівняння товарів - %d шт."
"Associated Products","Пов'язані товари"
"Related Products","Пов'язані товари"
"Notify for Quantity Below","Повідомляти про кількість нижче"
"Product Alerts","Повідомлення про товар"
"Back","Повернутися"
"Position","Позиція"
"Position of attribute in layered navigation block","Позиція атрибуту в багаторівневому меню "
"Position In Layered Navigation","Позиція в багаторівневому меню"
"Enabled","Показувати"
"Show","Показати"
"Failed","Помилка"
"Category delete error","Помилка видалення категорії"
"Error while adding customers for %s alert. Message: %s","Помилка при додаванні клієнтів для оповіщення %s . Повідомлення: %s"
"Product saving error.","Помилка при збережені товару."
"Error while saving this group. Please try again later.","Помилка при збереженні Цієї групи. Будь-ласка, спробуйте пізніше."
"Error while saving this group. Group with the same name already exists.","Помилка при збереженні групи. Група з ідентичною назвою вже існує."
"Error during retrieval of option value: %s","Помилка при отриманні варіанта значення: %s"
"Category move error","Помилка переміщення категорії"
"Feature Products","Популярні товари"
"Prev","Попередній"
"Previous","Попередній"
"Backorders","Попереднє замовлення"
"Cross-sells","Перехресні продажі"
"Browse By","Перегляд"
"Currently Shopping by","Перегляд товарів по"
"Go to Home Page","Перейти на головну сторінку"
"Roll Over for preview","Перемотати до перегляду"
"Redirect","Перенаправлення"
"Last Notification","Останнє поівдомлення"
"Base directory to upload image file is not specified","Основна директорія для завантажування малюнків не визначена"
"Clear All Items","Очистити список"
"SKU","Обліковий номер"
"Required","Обов&#39;язковий"
"Please select static block ...","Оберіть статичний блок"
"Update attributes","Оновити атрибути"
"Product Description","Опис товару"
"Inventory","Асортимент"
"Product Attribute","Атрибут товару"
"Product attribute was successfully deleted","Атрибут товару був успішно видалений "
"Product attribute was successfully saved","Атрибут товару був успішно збережений"
"Cart Item Attribute","Атрибут товару в кошику"
"Attribute with the same code already exists","Атрибут з ідентичним кодом вже існує"
"Attributes","Атрибути"
"Manage Attributes","Атрибути"
"Product Attributes","Атрибути товару"
"Autogenerate","Автостворення"
"OR","АБО"
"No","Ні"
"Based On","На основі"
"Next","Наступний"
"Stock Availability","Наявність на складі"
"Availability: In stock.","Наявність: На складі."
"Availability: Out of stock.","Наявність: Відсутній."
"Attrib. Set Name","Набір атрибутів"
"Attribute Set","Набір атрибутів"
"Send Count","Надіслати кількість"
"Name","Назва"
"Backend Table Title","Назва таблиці внутрішнього інтерфейсу"
"Product Name","Назва товару"
"Tag Name","Назва тегу"
"Set Name","Назва набору"
"New Set Name","Назва нового набору"
"Best Value","Найкраща ціна"
"Settings","Налаштування"
"Super product attributes configuration","Налаштування атрибутів супер товару"
"Frontend Properties","Налаштування зовнішнього інтерфейсу"
"Configurable Product Settings","Налаштування кофігурованого товару"
"ex. http://domain.com","Напр. http://domain.com"
"New Products","Нові товари"
"New Category","Нова категорія"
"New Product","Новий товар"
"New Product Attribute","Новий атрибут товару"
"New Search","Новий пошук"
"No layout updates","Не оновлювати шаблон"
"Disabled","Не показувати"
"Invalid category IDs","Невірна ID категорії"
"Invalid image file type","Невірний тип файлу малюнку"
"Invalid block: %s","Невірний блок: %s"
"Unknown attribute: %s","Невідомий атрибут: %s"
"Unable to find an attribute to delete","Невдалось знайти атрибут для видалення"
"Unable to find a search term to delete","Невдалось знайти пошукову умову для видалення"
"Unable to get product id.","Невдалось отримати id товару."
"Failed to move file: %s","Неможливо перемістити файл: %s"
"Options is required","Необхідно вказати варіанти"
"Unassigned Attributes","Непризначні атрибути"
"Tier Pricing","Рівень цін"
"Stretch","Розтянути"
"Watermark Position","Розташування водяного знаку"
"Page Title Separator","Розділювач заголовку сторінки"
"Watermark Default Size","Розмір водяного знаку за замовчуванням "
"Edit","Редагувати"
"Edit Product Attribute","Редагувати атрибут товару"
"Edit Product Attribute ""%s""","Редагувати атрибут товару ""%s"""
"Edit Attribute Set '%s'","Редагувати набір атрибутів '%s'"
"Edit Search","Редагувати пошук"
"Edit Search '%s'","Редагувати пошук '%s'"
"List Mode","Режим списку"
"Results","Результати"
"Line %d, Email: %s","Стрічка %d, Email: %s"
"Line %d, SKU: %s","Стрічка %d, обліковий номер: %s"
"Status","Статус"
"Static","Статичний"
"Static block and products","Статичний блок і товари"
"Old Price:","Стара ціна:"
"There was an error while removing products from websites","Сталась помилка при видаленні продуктів з вебсайтів"
"There was an error while adding products to websites","Сталась помилка при додаванні продуктів до вебсайтів"
"Product Image Placeholders","Стандартне зображення для товарів без заданих малюнків"
"Create Product Settings","Створити налаштування товару"
"Create Empty","Створити пустий"
"Create Simple Associated Product","Створити простий пов'язаний товар"
"Product duplicated","Створено копію товару"
"Page:","Сторінка:"
"System","Система"
"System Properties","Системні налаштування"
"Synonym For","Синонім"
"Synonym for","Синонім для"
"Reset","Скинути"
"Set Ascending Direction","Сортувати у порядку збільшення"
"Set Descending Direction","Сортувати у порядку зменшення"
"Sort by","Сортування"
"List","Список"
"Compare list successfully cleared","Список для порівняння був успішно створений"
"Special Price:","Спеціальна ціна:"
"Grid","Таблиця"
"Backend Table","Таблиця внутрішнього інтерфейсу"
"Yes","Так"
"Yes/No","Так/Ні"
"Type","Тип"
"Product Type","Тип товару"
"Catalog Input Type for Store Owner","Тип вводу каталогу для валсника групи магазинів"
"Data Type for Saving in Database","Тип даних для збереження в базі даних"
"Image type and information need to be specified for each store view.","Тип Зображення повинен бути зазначений для кожного магазину."
"Product was successfully created.","Товар був успішно створений."
"Product was successfully saved.","Товар був успішно збережений."
"Product deleted","Товар видалений"
"Product with this combination of attributes already associated to configurable.","Товар з цією комбінацією атрибутів вже пов'язаний з кофігурованим."
"Customers Tagged Product","Товар, відзначений клієнтами"
"Category Products","Товари"
"Manage Products","Товари"
"Products","Товари"
"Items %s to %s of %s total","Товари від %s до %s з %s "
"Items that you don't want to show in the catalog or search results should have status 'Disabled' in the desired store.","Товари, які Ви не бажаєте відображати в каталозі або результатах пошуку повинні мати статус 'Не показувати'  у вибраній групі магазинів."
"There are no products matching the selection.","Товари, що відповідають вибру відсутні."
"Product Tags","Теги товару"
"Text","Текст"
"Text Area","Текстова зона"
"Text Field","Текстове поле"
"You have no items to compare.","У Вас немає товарів для порівняння."
"Unique Value","Унікальне значення"
"Unique Value (not shared with other products)","Унікальне значення (не розподілене з іншими продуктами)"
"Manage Product Attributes","Управління атрибутами товару"
"Manage Options (values of your attribute)","Управління варіантами (значення Вашого атрибуту )"
"Manage Titles (Size, Color, etc.)","Управління заголовками (Розмір, Колір, тощо)"
"Manage Product Sets","Управління наборами товарів"
"Options Control","Функції контролю"
"Filters must be as array","Фільтр повинен бути масивом"
"Filter must be as object. Set correct filter please","Фільтр повинен бути об'єктом. Будь-ласка, встановіть вірний фільтр"
"This group contains system attributes. Please move system attributes to another group and try again.","Ця група вміщає системні атрибути. Будь-ласка, перемістіть системні атрибути до іншої групи і спробуйте ще раз."
"This attribute no longer exists","Цього атрибуту більше не існує "
"This search no longer exists","Цього пошуку більше не існує"
"Integer","Ціле"
"Integer Number","Ціле число"
"Price","Ціна"
"Default price","Ціна за замовчуванням"
"Price:","Ціна:"
"Quick Create","Швидке створення"
"Quick simple product creation","Швидке створення простого товару"
"unselect all","відмінити вибір"
"select all","вибрати всі"
"Email to a Friend","надіслати другу"
"Label","Мітка"
"Attribute Label","Мітка атрибуту"
"Manage Label / Options","Мітки / Варіанти"
"Minimum Qty for Item's Status to be Out of Stock","Мінімальна кількість для статусу товару, яка може бути відсутня на складі"
"Minimum Qty Allowed in Shopping Cart","Мінімальна кількість дозволена в кошику"
"Store View","Магазин"
"Maximum Qty Allowed in Shopping Cart","Максимальна кількість дозволена в кошику "
"Site Map","Мапа сайту"
"Attribute Model","Модель атрибуту"
"Attribute model not defined","Модель атрибуту не задана"
"Source Model","Модель вихідного коду"
"Backend Model","Модель внутрішнього інтерфейсу"
"Frontend Model","Модель зовнішнього інтерфейсу"
"Can be used only with catalog input type Dropdown","Може використовуватись виключно з випадаючим меню каталогу"
"Can be used only with catalog input type Dropdown, Multiple Select and Price","Може використовуватись виключно з випадаючим меню каталогу, Груповим вибором та Ціною"
"Media Image","Медіа зображення"
"Category Navigation:","Меню категорій:"
"No product collections found","Жодної колекціх товарів не знайдено"
"Is Default","За замовчуванням"
"Apply To","Застосувати для"
"Apply To Configurable/Grouped Product","Застосувати до конфігурованих/згрупованих товарів"
"General Information","Загальна інформація"
"Global","Загальний"
"Tile","Заголовок"
"Declare attribute value saving scope","Зазначти діапазон збереження для значення атрибуту"
"Close Window","Закрити вікно"
"Gallery","Залерея"
"Unable to complete request. Please try again later.","Запит виконати невдалось. Будь-ласка, спробуйте знову пізніше."
"Zoom In","Збільшити"
"Save","Зберегти"
"Save And Continue Edit","Зберегти та продовжити редагування"
"Save Attribute","Зберегти атрибут"
"Save Category","Зберегти категорію"
"Save Attribute Set","Зберегти набір атрибутів"
"Save Search","Зберегти пошук"
"Saved ","Збережено "
"Regular Price:","Звичайна ціна:"
"Grouped Product","Згруповані товари"
"Change","Змінити"
"Change status","Змінити статус"
"Zoom Out","Зменшити"
"Values Required","Значення є обов&#39;язковими"
"Price values for options should be specified in system base currency.","Значення ціни для варіантів мають бути вказані в основній системній валюті."
"Default Values","Значення за замовчуванням"
"Default value","Значення за замовчуванням"
"Products per Page on List default value","Значення за замовчуванням для задання кількості товарів/сторінку в списку"
"Products per Page on Grid default value","Значення за замовчуванням для задання кількості товарів/сторінку в таблиці"
"Image","Зображення"
"No image","Зображення відсутнє"
"Image not exists","Зображення не існує"
"Image file not found","Зображення не знайдено"
"Frontend","Зовнішній інтерфейс"
"Please enter a new group name","Будь-ласка, введіть назву нової групи"
"Please select product(s)","Будь-ласка, виберіть товар(и)"
"Please select products for attributes update","Будь-ласка, виберіть товари для оновленя атрибутів"
"Please click on Close Window button if it won't be closed automatically","Будь-ласка, натисніть на кнопку Закрити Вікно, якщо воно не закриється автоматично"
"Please select one or more attributes.","Будь-ласка, оберіть один, або більше атрибут."
"Letters","Букви"
"Letters(a-zA-Z) or Numbers(0-9)","Букви(а-яА-Я) або Числа(0-9)"
"Parent Category","Батьківська категорія"
"Pending","В очікуванні"
"Total of %d record(s) were successfully deleted","Всього %d запис(ів) було успішно видалено"
"Total of %d record(s) were successfully updated","Всього %d запис(ів) було успішно оновлено"
"As low as:","Всього за:"
"All","Всі"
"All Product Types","Всі типи товарів"
"Set root category for this store in the <a href=""%s"">configuration</a>","Встановити кореневу категорію для цієї групи  магазинів в <a href=""%s"">налаштуваннях</a>"
"Set Root Category For Store","Встановити кореневу категорію для групи магазинів"
"Out of Stock","Відсутній на складі"
"Out of stock","Відсутній на складі"
"Out of stock.","Відсутній на складі."
"Missing SKU, skipping the record","Відсутній обліковий номер, пропуск запису"
"Filterable (no results)","Відфільтровано (результати відсутні)"
"Filterable (with results)","Відфільтровано (з результатами)"
"Review successfully deleted","Відгук успішно видалений"
"Review was saved successfully","Відгук успішно збережений"
"Review was successfully saved","Відгук успішно збережений"
"Reviews","Відгуки"
"Customers Reviews","Відгуки клієнтів"
"Product Reviews","Відгуки про товар"
"Products Reviews","Відгуки про товари"
"Display in Suggested Terms","Відображати у запропонованих умовах"
"ALL GROUPS","ВСІ ГРУПИ"
"You may also be interested in the following product(s)","Вас також можуть зацікавити наступні товари"
"Option:","Варіант:"
"Shopping Options","Варіанти товарів"
"Input Validation for Store Owner","Валідація вводу для власника групи магазинів"
"Top/Left","Вверху/Зліва"
"Top/Right","Вверху/Зправа"
"Are you sure you would like to remove this item from the compare products?","Ви впевнені, що бажаєте видалити цей товар зі списку порівняння?"
"Are you sure you want to delete this category?","Ви впевнені, що бажаєе видалити цю категорію?"
"Are you sure?","Ви впевнені?"
"You cannot edit this attribute","Ви не можете редагувати цей атрибут"
"You cannot remove system attribute from this set.","Ви не можете видалити системний атрибут з цього набору."
"You cannot delete this attribute","Ви не можете видалити цей атрибут"
"You cannot update this attribute","Ви не можете оновити цей атрибут"
"Selected Product Types","Вибрати типи товару"
"Select Configurable Attributes ","Вибрати конфігуровані атрибути"
"Choose an Option...","Виберіть..."
"Choose option...","Виберіть..."
"View as","Вигляд"
"Delete","Видалити"
"Remove","Видалити"
"Remove Product","Видалити товар"
"Remove This Item","Видалити цей товар"
"Delete Attribute","Видалити атрибут"
"Delete Option","Видалити варіант"
"Delete Selected Group","Видалити вибрану групу"
"Delete Category","Видалити категорію"
"Delete Attribute Set","Видалити набір атрибутів"
"Remove Product From Websites","Видалити продукт з Вебсайтів"
"Delete Search","Видалити пошук"
"Visibility","Видимість"
"Visible","Видимий"
"Visible on Catalog Pages on Front-end","Видимий на сторінках каталогу на зовнішньому інтерфейсі"
"Exclude","Виключити"
"Use categories path for product URLs","Використовувати шлях категорії для URL товарів"
"Use in quick search","Використовувати в швидкому пошуку"
"Use in advanced search","Використовувати в розширеному пошуку"
"Use In Layered Navigation","Використовувати в багаторівненвому меню"
"Use In Layered Navigation<br/>(Can be used only with catalog input type 'Dropdown')","Використовувати в багаторівненвому меню<br/>(Може використовуватись виключно з типом поля каталогу 'Випадаюче меню')"
"Use Default Value","Використовувати значення за замовчуванням"
"Use Config Settings","Використовувати налаштування конфігурації"""
"Use To Create Configurable Product","Використовуйте для створення конфігурованого товару"
"Problem saving the collection, aborting. Error: %s","Виникла проблема при збережені колекції, операцію перервано. Помилка: %s"
"There was an error while updating product(s) attributes","Виникла помилка при оновлені атрибутів товару(ів)"
"Fixed","Виправлено"
"Dropdown","Випадаюче меню"
"Invalid store specified","Вказана невірна група магазинів"
"Invalid store specified, skipping the record","Вказана невірна група магазинів,пропуск запису"
"Invalid option id specified for %s (%s), skipping the record","Вказаний невірний id варіанту для %s (%s), пропуск запису"
"Invalid product type specified, skipping the record","Вказаний невірний тип товару, пропуск запису"
"Properties","Властивості"
"Attribute Properties","Властивості атрибуту"
"Bottom/Right","Внизу/справа"
"Bottom/Left","Внизу/Зліва"
"Watermark","Водяний знак"
"Product Image Watermarks","Водяний знак для зображень товарів"
"Website","Вебсайт"
"Websites","Вебсайти"
"Customer Group","Група клієнтів"
"Store","Група магазинів"
"Groups","Групи"
"Manage Attribute Sets","Групи атрибутів"
"Multiple Select","Груповий вибір"
"Home","Головна"
"Duplicate","Дублювати"
"Duplicate website tier price customer group and quantity.","Дублювати рівень цін веб-сайту, групу клієнтів та кількість."
"Action","Дія"
"Scope","Діапазон"
"Catalog Price Scope","Діапазон цін в каталозі"
"Print This Page","Друк"
"Date","Дата"
"Datetime","Дата і час"
"Date Subscribed","Дата підписки"
"Category Data","Дані категорії"
"Double click on a group to rename it","Двічі клікніть на групі для її перейменування "
"Custom Design","Дизайн"
"Design","Дизайн"
"There are no customers for this alert","Для цього оповіщення більше немає клієнтів"
"No options of this product are available.","Для Цього товару відсутні варіанти ."
"Invalid attribute option specified for attribute %s (%s), skipping the record","Для атрибуту %s (%s) вказане невірне значення, пропуск запису"
"For internal use. Must be unique with no spaces","Для внутрішнього використання. Значення повинно бути унікальним і не включати пробіли"
"Invalid attribute set specified, skipping the record","Для набору атрибутів вказане невірне значення, пропуск запису"
"Searchable","Доступний для пошуку"
"Add Product","Додати товар"
"Add Items to Cart","Додати товари в кошик"
"Add Tier","Додати рівень"
"Add Attribute","Додати атрибут"
"Add to Cart","Додати в кошик"
"Add Option","Додати варіант"
"Add Group","Додати групу"
"Add to Compare","Додати для порівняння"
"Add to Wishlist","Додати до списку бажань"
"Add to My Wishlist","Додати до мого списку бажань"
"Add Design Change","Додати зміни в дизайні"
"Add New","Додати нову"
"Add New Group","Додати нову групу"
"Add New Images","Додати нові малюнки"
"Add New Search Term","Додати новий термін для пошуку"
"Add New Attribute","Додати новий атрибут"
"Add New Set","Додати новий набір"
"Add New Attribute Set","Додати новий набір атрибутів"
"Additional Information","Додаткова інформація"
"Decimal","Десятковий"
"Decimal Number","Десяткове число"
"Learn More","Детальніше"
"More Views","Детальніше"
"Categories Sitemap","Дерево категроій"
"Products Sitemap","Дерево продуктів"
"In Stock","Є в наявності"
"In stock","Є в наявності"
"First Name","Ім&#39;я"
